issue_id,customer_id,issue_date,issue_type,resolution_time_hrs,resolved,Table1.city
20460,325,21-05-2024,Slow Internet,36,Yes,Kolkata
20457,326,04-04-2023,Call Drop,1,Yes,Bangalore
20407,327,25-12-2023,Call Drop,35,Yes,Delhi
20335,471,01-09-2022,Slow Internet,48,Yes,Hyderabad
20390,336,16-04-2024,Call Drop,37,Yes,Bangalore
20480,336,29-04-2024,Call Drop,8,Yes,Bangalore
20392,337,20-04-2022,Call Drop,27,Yes,Mumbai
20440,337,23-10-2023,No Signal,27,Yes,Mumbai
20395,338,06-01-2022,Call Drop,58,Yes,Delhi
20470,338,05-09-2022,Call Drop,15,Yes,Delhi
20388,340,03-08-2023,No Signal,45,Yes,Kolkata
20394,342,02-11-2022,Slow Internet,11,Yes,Hyderabad
20347,463,29-05-2024,Slow Internet,29,Yes,Delhi
20349,462,06-07-2022,No Signal,45,Yes,Hyderabad
20424,352,03-02-2024,Slow Internet,51,Yes,Bangalore
20471,353,16-09-2023,No Signal,67,Yes,Delhi
20360,358,12-11-2022,No Signal,31,Yes,Mumbai
20367,468,29-04-2024,Slow Internet,51,Yes,Mumbai
20387,394,11-05-2023,No Signal,38,Yes,Delhi
20430,387,16-01-2023,No Signal,15,Yes,Bangalore
20397,412,24-11-2023,Slow Internet,17,Yes,Hyderabad
20472,398,21-11-2022,Slow Internet,37,Yes,Bangalore
20456,401,30-04-2024,Call Drop,24,Yes,Chennai
20412,410,22-07-2023,No Signal,34,Yes,Bangalore
20415,473,15-07-2023,Slow Internet,60,Yes,Delhi
20468,416,12-12-2022,No Signal,22,Yes,Bangalore
20431,486,12-11-2023,Call Drop,8,No,Chennai
20448,470,23-05-2023,Call Drop,64,No,Hyderabad
20449,472,19-07-2023,Call Drop,53,Yes,Bangalore
20498,450,03-07-2022,Call Drop,38,Yes,Mumbai
20497,491,19-07-2022,No Signal,68,Yes,Hyderabad
20502,11,08-10-2022,No Signal,60,Yes,Mumbai
20503,80,13-04-2024,No Signal,17,Yes,Kolkata
20504,109,07-06-2022,Slow Internet,57,Yes,Mumbai
20505,461,26-12-2022,No Signal,31,Yes,Chennai
20506,118,16-09-2022,No Signal,65,Yes,Hyderabad
20507,252,06-06-2022,Call Drop,66,Yes,Hyderabad
20508,18,01-03-2023,Slow Internet,33,Yes,Delhi
20509,256,29-08-2023,No Signal,4,Yes,Kolkata
20510,245,18-02-2024,Call Drop,55,Yes,Delhi
20511,153,21-01-2022,No Signal,24,Yes,Kolkata
20512,97,01-10-2023,Call Drop,32,Yes,Chennai
20513,500,13-12-2022,No Signal,47,Yes,Mumbai
20514,458,12-05-2024,Slow Internet,16,Yes,Hyderabad
20515,186,16-12-2022,Slow Internet,21,Yes,Hyderabad
20516,30,20-01-2023,Call Drop,67,Yes,Hyderabad
20517,115,14-03-2023,No Signal,31,Yes,Bangalore
20518,241,01-04-2023,Slow Internet,14,Yes,Mumbai
20519,257,16-09-2023,No Signal,6,Yes,Kolkata
20520,447,16-01-2024,Slow Internet,69,Yes,Delhi
20521,353,30-06-2023,Call Drop,29,Yes,Delhi
20522,113,21-03-2022,Slow Internet,55,Yes,Kolkata
20523,335,28-03-2023,No Signal,37,Yes,Kolkata
20524,29,18-08-2023,No Signal,59,No,Kolkata
20525,322,25-06-2023,No Signal,36,Yes,Kolkata
20526,459,04-05-2023,Call Drop,59,Yes,Chennai
20527,437,05-10-2023,Call Drop,64,Yes,Hyderabad
20528,226,07-06-2023,No Signal,43,Yes,Chennai
20529,244,27-01-2023,No Signal,42,Yes,Bangalore
20530,361,28-07-2023,Slow Internet,60,Yes,Chennai
20531,19,25-12-2022,Slow Internet,62,Yes,Kolkata
20532,322,02-02-2022,Slow Internet,64,Yes,Kolkata
20533,112,16-05-2022,No Signal,58,Yes,Chennai
20534,212,23-08-2023,Slow Internet,2,Yes,Delhi
20535,233,14-02-2023,No Signal,71,Yes,Mumbai
20536,436,13-06-2023,Call Drop,8,Yes,Delhi
20537,159,01-04-2022,Slow Internet,56,Yes,Delhi
20538,60,17-02-2023,No Signal,36,Yes,Hyderabad
20539,373,26-10-2022,No Signal,69,Yes,Bangalore
20540,324,02-05-2023,Call Drop,13,No,Delhi
20541,93,04-02-2024,Call Drop,39,Yes,Bangalore
20542,248,14-03-2022,Call Drop,6,Yes,Bangalore
20543,158,19-12-2023,Call Drop,19,Yes,Kolkata
20544,141,18-09-2022,Slow Internet,25,Yes,Hyderabad
20545,399,21-11-2023,Call Drop,3,Yes,Hyderabad
20546,404,08-11-2022,No Signal,53,Yes,Hyderabad
20547,418,04-04-2024,No Signal,28,Yes,Mumbai
20548,220,02-01-2024,No Signal,26,Yes,Bangalore
20549,404,16-11-2023,No Signal,47,Yes,Hyderabad
20550,306,14-06-2022,No Signal,8,Yes,Bangalore
20551,89,19-04-2024,Call Drop,57,No,Delhi
20552,155,01-12-2022,No Signal,55,Yes,Mumbai
20553,414,17-05-2023,Call Drop,1,Yes,Delhi
20554,440,02-01-2024,Call Drop,40,Yes,Mumbai
20555,233,14-03-2024,Call Drop,23,Yes,Mumbai
20556,468,10-06-2022,Call Drop,54,Yes,Mumbai
20557,193,25-01-2023,Slow Internet,42,Yes,Bangalore
20558,99,30-01-2024,Slow Internet,50,No,Hyderabad
20559,439,01-06-2024,Slow Internet,4,Yes,Chennai
20560,113,12-03-2022,Slow Internet,8,Yes,Kolkata
20561,107,02-04-2022,Slow Internet,36,Yes,Chennai
20562,24,27-12-2022,No Signal,10,No,Kolkata
20563,281,17-11-2022,Slow Internet,30,Yes,Kolkata
20564,488,02-09-2022,No Signal,16,Yes,Hyderabad
20565,437,24-01-2022,No Signal,30,No,Hyderabad
20566,204,11-07-2023,Call Drop,64,Yes,Mumbai
20567,11,02-12-2023,Call Drop,11,Yes,Mumbai
20568,350,07-02-2023,Call Drop,34,Yes,Delhi
20569,316,08-01-2023,Slow Internet,55,Yes,Hyderabad
20570,205,13-10-2022,No Signal,4,Yes,Hyderabad
20571,431,12-04-2024,Slow Internet,49,Yes,Chennai
20572,409,17-03-2023,Call Drop,44,Yes,Kolkata
20573,500,02-05-2024,Call Drop,31,Yes,Mumbai
20574,25,18-08-2023,No Signal,48,Yes,Delhi
20575,401,04-01-2024,No Signal,26,Yes,Chennai
20576,140,31-05-2024,Call Drop,70,Yes,Delhi
20577,123,18-12-2022,Slow Internet,12,Yes,Bangalore
20578,499,04-05-2024,Slow Internet,45,Yes,Delhi
20579,436,07-08-2022,No Signal,8,No,Delhi
20580,11,30-04-2023,Call Drop,9,Yes,Mumbai
20581,266,19-03-2023,Slow Internet,1,Yes,Chennai
20582,81,06-08-2022,No Signal,5,Yes,Chennai
20583,444,03-12-2023,No Signal,71,Yes,Chennai
20584,310,08-03-2022,No Signal,54,Yes,Kolkata
20585,109,31-01-2022,Slow Internet,24,Yes,Mumbai
20586,208,18-11-2022,No Signal,26,Yes,Hyderabad
20587,319,07-09-2022,Slow Internet,10,Yes,Chennai
20588,244,20-07-2023,No Signal,61,Yes,Bangalore
20589,276,10-01-2022,Slow Internet,40,Yes,Hyderabad
20590,497,09-11-2023,Call Drop,44,Yes,Kolkata
20591,261,30-04-2024,Slow Internet,12,Yes,Mumbai
20592,297,12-10-2022,Call Drop,22,Yes,Chennai
20593,374,02-06-2022,No Signal,27,Yes,Mumbai
20594,63,28-06-2023,Slow Internet,67,Yes,Kolkata
20595,184,13-06-2023,No Signal,69,Yes,Delhi
20596,32,06-01-2023,Call Drop,14,No,Bangalore
20597,283,28-10-2022,No Signal,25,Yes,Hyderabad
20598,324,27-03-2024,No Signal,52,Yes,Delhi
20599,361,04-05-2024,No Signal,59,Yes,Chennai
20600,432,26-05-2022,Call Drop,38,Yes,Mumbai
20601,7,10-08-2023,Call Drop,20,No,Bangalore
20602,174,09-06-2024,Slow Internet,20,Yes,Mumbai
20603,462,28-09-2023,Slow Internet,56,Yes,Hyderabad
20604,359,21-02-2022,Slow Internet,30,Yes,Mumbai
20605,472,08-02-2023,Slow Internet,41,Yes,Bangalore
20606,368,03-12-2023,No Signal,71,Yes,Kolkata
20607,146,21-05-2022,Call Drop,63,Yes,Mumbai
20608,252,29-03-2022,Call Drop,69,Yes,Hyderabad
20609,166,03-03-2023,No Signal,29,No,Delhi
20610,103,25-03-2022,Slow Internet,44,Yes,Delhi
20611,499,31-08-2022,Call Drop,57,Yes,Delhi
20612,488,16-04-2022,No Signal,24,Yes,Hyderabad
20613,193,27-08-2023,No Signal,19,Yes,Bangalore
20614,17,21-12-2022,Slow Internet,17,Yes,Bangalore
20615,90,21-01-2022,Slow Internet,69,Yes,Mumbai
20616,371,06-01-2022,Call Drop,61,Yes,Delhi
20617,86,09-08-2022,Call Drop,4,No,Delhi
20618,103,31-03-2024,Slow Internet,22,Yes,Delhi
20619,82,28-03-2022,Call Drop,6,Yes,Chennai
20620,126,23-11-2023,Slow Internet,30,Yes,Chennai
20621,38,29-03-2023,No Signal,11,Yes,Mumbai
20622,348,08-12-2022,No Signal,48,Yes,Chennai
20623,213,28-01-2023,No Signal,46,Yes,Hyderabad
20624,319,18-12-2022,Call Drop,27,Yes,Chennai
20625,486,03-09-2022,Slow Internet,19,Yes,Chennai
20626,225,17-11-2023,No Signal,59,Yes,Hyderabad
20627,222,23-04-2022,No Signal,68,Yes,Bangalore
20628,426,06-08-2023,Call Drop,54,Yes,Mumbai
20629,247,07-06-2022,Call Drop,17,Yes,Chennai
20630,136,21-03-2024,No Signal,50,Yes,Chennai
20631,286,25-08-2022,Call Drop,40,Yes,Chennai
20632,231,30-11-2023,Call Drop,11,No,Delhi
20633,320,31-08-2022,Call Drop,14,No,Hyderabad
20634,9,15-06-2022,Call Drop,13,Yes,Bangalore
20635,225,03-02-2022,Slow Internet,28,Yes,Hyderabad
20636,313,12-09-2022,Call Drop,44,Yes,Chennai
20637,107,29-10-2022,Call Drop,63,Yes,Chennai
20638,187,08-08-2022,Slow Internet,61,Yes,Chennai
20639,221,01-02-2022,Call Drop,17,No,Bangalore
20640,95,08-02-2024,Call Drop,50,Yes,Mumbai
20641,195,24-05-2023,No Signal,26,Yes,Hyderabad
20642,242,27-04-2023,No Signal,7,No,Hyderabad
20643,230,21-08-2022,No Signal,16,Yes,Chennai
20644,331,03-08-2022,Slow Internet,17,Yes,Bangalore
20645,5,30-08-2022,Call Drop,35,Yes,Delhi
20646,351,02-09-2022,Slow Internet,23,Yes,Bangalore
20647,468,20-01-2022,Slow Internet,69,Yes,Mumbai
20648,4,29-07-2022,Call Drop,9,Yes,Chennai
20649,264,23-12-2023,Call Drop,18,Yes,Bangalore
20650,426,02-03-2023,No Signal,48,Yes,Mumbai
20651,253,13-03-2022,Call Drop,66,Yes,Delhi
20652,163,05-11-2023,Slow Internet,23,Yes,Hyderabad
20653,141,27-06-2022,No Signal,10,Yes,Hyderabad
20654,497,07-06-2023,Slow Internet,38,No,Kolkata
20655,389,24-05-2024,Call Drop,59,Yes,Bangalore
20656,296,26-10-2022,No Signal,68,Yes,Hyderabad
20657,19,23-09-2022,Call Drop,43,Yes,Kolkata
20658,82,04-06-2023,No Signal,12,Yes,Chennai
20659,481,10-05-2023,No Signal,53,Yes,Kolkata
20660,381,02-10-2022,No Signal,14,Yes,Hyderabad
20661,4,06-12-2023,Call Drop,52,Yes,Chennai
20662,128,02-04-2024,No Signal,61,Yes,Bangalore
20663,187,10-02-2024,No Signal,41,Yes,Chennai
20664,146,22-02-2022,Call Drop,21,No,Mumbai
20665,494,22-03-2024,Slow Internet,48,Yes,Chennai
20666,152,31-08-2023,Call Drop,56,Yes,Bangalore
20667,363,26-03-2024,Call Drop,35,Yes,Delhi
20668,93,01-04-2024,No Signal,44,Yes,Bangalore
20669,31,04-02-2023,Call Drop,39,Yes,Chennai
20670,314,18-02-2023,Call Drop,15,Yes,Chennai
20671,28,27-08-2023,Call Drop,12,No,Delhi
20672,137,18-10-2023,No Signal,8,Yes,Delhi
20673,429,04-05-2023,Call Drop,67,No,Hyderabad
20674,90,17-05-2023,No Signal,1,Yes,Mumbai
20675,49,03-11-2022,Call Drop,42,Yes,Chennai
20676,367,21-02-2023,No Signal,31,Yes,Kolkata
20677,258,24-05-2023,No Signal,30,Yes,Bangalore
20678,6,14-06-2023,Call Drop,43,Yes,Bangalore
20679,29,30-09-2023,Slow Internet,26,Yes,Kolkata
20680,410,28-10-2023,Call Drop,12,Yes,Bangalore
20681,156,06-01-2022,Slow Internet,59,Yes,Delhi
20682,263,26-02-2023,No Signal,69,Yes,Chennai
20683,34,27-03-2023,Slow Internet,11,Yes,Hyderabad
20684,440,03-03-2023,Slow Internet,47,Yes,Mumbai
20685,237,25-01-2023,No Signal,23,Yes,Chennai
20686,138,30-11-2022,Slow Internet,43,Yes,Delhi
20687,368,24-03-2023,Call Drop,39,Yes,Kolkata
20688,489,04-12-2022,Slow Internet,55,Yes,Chennai
20689,488,27-04-2024,No Signal,18,Yes,Hyderabad
20690,57,29-03-2022,Slow Internet,42,Yes,Delhi
20691,175,26-09-2022,No Signal,26,Yes,Kolkata
20692,214,06-03-2022,No Signal,18,Yes,Chennai
20693,27,09-11-2023,Call Drop,41,Yes,Delhi
20694,295,05-03-2022,No Signal,42,Yes,Delhi
20695,406,27-09-2022,Slow Internet,33,Yes,Hyderabad
20696,119,19-10-2023,Call Drop,43,Yes,Kolkata
20697,147,12-01-2023,Call Drop,14,Yes,Bangalore
20698,356,24-04-2024,Slow Internet,55,Yes,Bangalore
20699,265,20-02-2024,Slow Internet,58,Yes,Delhi
20700,403,25-11-2022,Call Drop,10,Yes,Delhi
20701,258,02-06-2023,No Signal,28,Yes,Bangalore
20702,348,25-09-2023,Call Drop,14,Yes,Chennai
20703,189,11-05-2024,Call Drop,26,Yes,Delhi
20704,315,25-02-2023,Call Drop,17,Yes,Kolkata
20705,231,09-11-2022,No Signal,34,Yes,Delhi
20706,470,05-11-2022,Slow Internet,14,Yes,Hyderabad
20707,499,24-03-2024,Slow Internet,26,Yes,Delhi
20708,198,25-04-2024,Slow Internet,34,Yes,Kolkata
20709,239,06-10-2023,No Signal,24,Yes,Hyderabad
20710,327,12-03-2024,No Signal,70,Yes,Delhi
20711,70,08-07-2022,Slow Internet,20,Yes,Chennai
20712,417,22-12-2023,Slow Internet,39,Yes,Bangalore
20713,252,11-02-2022,Slow Internet,45,Yes,Hyderabad
20714,462,13-08-2023,Slow Internet,34,Yes,Hyderabad
20715,193,16-11-2022,No Signal,22,Yes,Bangalore
20716,25,19-10-2023,Slow Internet,71,Yes,Delhi
20717,70,21-03-2023,Call Drop,33,Yes,Chennai
20718,156,09-01-2023,Slow Internet,6,Yes,Delhi
20719,146,13-10-2022,No Signal,16,Yes,Mumbai
20720,319,20-06-2022,Call Drop,23,Yes,Chennai
20721,219,28-08-2023,Call Drop,18,Yes,Bangalore
20722,49,20-09-2022,Call Drop,14,No,Chennai
20723,379,19-06-2023,No Signal,50,Yes,Kolkata
20724,380,14-03-2024,Slow Internet,61,Yes,Delhi
20725,194,22-05-2022,No Signal,36,Yes,Hyderabad
20726,40,28-05-2022,No Signal,15,Yes,Chennai
20727,85,16-03-2023,Call Drop,5,Yes,Hyderabad
20728,343,20-09-2023,Call Drop,53,Yes,Delhi
20729,450,16-08-2023,No Signal,48,Yes,Mumbai
20730,336,20-02-2023,Call Drop,11,No,Bangalore
20731,4,25-01-2022,No Signal,2,Yes,Chennai
20732,290,19-09-2023,Call Drop,24,Yes,Mumbai
20733,247,04-04-2022,Slow Internet,68,Yes,Chennai
20734,5,01-11-2022,Slow Internet,12,Yes,Delhi
20735,497,04-07-2022,Slow Internet,59,Yes,Kolkata
20736,226,10-10-2022,Call Drop,67,Yes,Chennai
20737,150,04-06-2022,Call Drop,32,No,Bangalore
20738,238,17-11-2023,Slow Internet,36,No,Mumbai
20739,148,12-05-2024,No Signal,21,Yes,Kolkata
20740,103,16-11-2023,No Signal,70,Yes,Delhi
20741,175,28-10-2023,Slow Internet,66,Yes,Kolkata
20742,498,14-01-2022,Call Drop,9,Yes,Delhi
20743,461,08-06-2024,No Signal,44,Yes,Chennai
20744,236,26-03-2024,No Signal,59,Yes,Kolkata
20745,34,02-10-2023,No Signal,24,Yes,Hyderabad
20746,172,07-12-2022,Call Drop,63,Yes,Chennai
20747,6,27-08-2023,No Signal,41,Yes,Bangalore
20748,440,22-02-2024,No Signal,2,Yes,Mumbai
20749,285,04-01-2024,Slow Internet,28,Yes,Hyderabad
20750,225,18-04-2023,Call Drop,16,Yes,Hyderabad
20751,53,29-03-2024,Slow Internet,59,Yes,Mumbai
20752,257,01-04-2024,No Signal,1,No,Kolkata
20753,495,18-04-2022,Call Drop,1,Yes,Mumbai
20754,59,27-11-2022,Call Drop,31,Yes,Bangalore
20755,432,24-06-2023,Slow Internet,22,No,Mumbai
20756,246,15-03-2023,Slow Internet,59,Yes,Bangalore
20757,7,10-12-2023,Call Drop,28,Yes,Bangalore
20758,214,13-12-2023,Call Drop,27,Yes,Chennai
20759,416,28-10-2023,Slow Internet,1,Yes,Bangalore
20760,78,19-01-2023,No Signal,2,Yes,Kolkata
20761,189,05-08-2023,Call Drop,66,Yes,Delhi
20762,441,09-06-2022,No Signal,49,Yes,Kolkata
20763,307,08-03-2023,Slow Internet,19,Yes,Delhi
20764,216,13-05-2024,Call Drop,28,Yes,Chennai
20765,403,31-01-2023,Slow Internet,70,Yes,Delhi
20766,283,07-09-2023,Call Drop,39,Yes,Hyderabad
20767,319,03-05-2023,Call Drop,19,Yes,Chennai
20768,444,18-01-2024,Slow Internet,64,Yes,Chennai
20769,61,08-07-2022,Slow Internet,58,Yes,Hyderabad
20770,61,22-02-2023,No Signal,17,Yes,Hyderabad
20771,215,09-12-2022,Slow Internet,70,No,Bangalore
20772,382,27-12-2022,Slow Internet,41,Yes,Delhi
20773,45,19-04-2022,No Signal,5,No,Bangalore
20774,405,28-04-2024,Slow Internet,23,Yes,Chennai
20775,172,28-10-2022,No Signal,69,Yes,Chennai
20776,221,03-01-2023,No Signal,10,Yes,Bangalore
20777,385,12-09-2022,Slow Internet,68,Yes,Hyderabad
20778,95,12-11-2022,No Signal,12,Yes,Mumbai
20779,347,06-12-2023,No Signal,10,Yes,Mumbai
20780,44,12-03-2022,No Signal,60,Yes,Mumbai
20781,228,26-09-2022,Slow Internet,30,Yes,Hyderabad
20782,62,25-04-2024,Slow Internet,24,Yes,Delhi
20783,317,16-05-2023,No Signal,69,No,Delhi
20784,219,28-07-2022,Slow Internet,13,Yes,Bangalore
20785,335,23-04-2023,Call Drop,9,Yes,Kolkata
20786,89,25-06-2022,No Signal,18,Yes,Delhi
20787,112,27-08-2022,Call Drop,35,Yes,Chennai
20788,207,11-06-2024,Slow Internet,4,Yes,Mumbai
20789,488,02-09-2023,Call Drop,41,Yes,Hyderabad
20790,467,08-05-2024,Slow Internet,26,Yes,Hyderabad
20791,367,18-03-2023,Slow Internet,44,No,Kolkata
20792,306,24-08-2023,No Signal,42,Yes,Bangalore
20793,203,03-02-2024,Call Drop,10,Yes,Mumbai
20794,297,07-05-2023,No Signal,1,No,Chennai
20795,33,09-04-2022,Call Drop,54,Yes,Kolkata
20796,489,25-11-2022,Slow Internet,16,Yes,Chennai
20797,215,22-11-2022,Slow Internet,46,Yes,Bangalore
20798,12,21-03-2023,No Signal,13,Yes,Kolkata
20799,2,28-10-2023,Call Drop,64,Yes,Chennai
20800,363,22-10-2022,Call Drop,55,Yes,Delhi
20801,149,18-03-2023,Slow Internet,63,Yes,Chennai
20802,142,05-03-2024,No Signal,18,Yes,Kolkata
20803,290,18-03-2024,Slow Internet,61,Yes,Mumbai
20804,207,09-06-2024,Slow Internet,20,Yes,Mumbai
20805,341,31-01-2022,No Signal,65,Yes,Bangalore
20806,192,11-05-2022,Call Drop,64,Yes,Mumbai
20807,407,29-12-2023,Call Drop,64,No,Chennai
20808,341,11-06-2023,Slow Internet,13,Yes,Bangalore
20809,306,14-03-2023,Call Drop,68,Yes,Bangalore
20810,398,22-11-2022,No Signal,70,Yes,Bangalore
20811,469,24-09-2022,Call Drop,57,Yes,Bangalore
20812,252,13-10-2022,Call Drop,45,Yes,Hyderabad
20813,204,18-10-2022,Slow Internet,38,Yes,Mumbai
20814,362,03-01-2023,Call Drop,54,Yes,Delhi
20815,46,01-05-2023,No Signal,36,Yes,Delhi
20816,374,09-07-2023,Slow Internet,67,Yes,Mumbai
20817,495,17-06-2022,No Signal,11,Yes,Mumbai
20818,261,10-05-2024,Call Drop,27,Yes,Mumbai
20819,66,16-04-2023,Call Drop,17,Yes,Hyderabad
20820,150,06-02-2024,Slow Internet,33,Yes,Bangalore
20821,70,19-06-2022,No Signal,5,Yes,Chennai
20822,364,05-06-2024,Call Drop,62,Yes,Delhi
20823,2,10-02-2024,Call Drop,65,Yes,Chennai
20824,29,12-12-2022,Slow Internet,71,Yes,Kolkata
20825,256,19-03-2022,Call Drop,67,Yes,Kolkata
20826,61,30-04-2024,Call Drop,44,Yes,Hyderabad
20827,100,26-03-2022,Call Drop,14,Yes,Mumbai
20828,384,10-06-2024,No Signal,57,Yes,Chennai
20829,455,23-10-2023,No Signal,48,Yes,Delhi
20830,144,20-07-2022,No Signal,17,No,Delhi
20831,192,12-08-2023,Call Drop,44,Yes,Mumbai
20832,353,27-12-2022,Slow Internet,4,Yes,Delhi
20833,353,01-02-2024,Slow Internet,30,Yes,Delhi
20834,270,19-07-2023,Slow Internet,55,Yes,Delhi
20835,299,22-03-2024,No Signal,30,Yes,Bangalore
20836,460,29-10-2022,No Signal,18,Yes,Hyderabad
20837,427,20-10-2022,No Signal,44,No,Delhi
20838,326,21-10-2022,No Signal,62,Yes,Bangalore
20839,311,19-04-2022,Call Drop,31,Yes,Chennai
20840,204,31-12-2022,Slow Internet,16,Yes,Mumbai
20841,245,23-08-2023,Slow Internet,23,Yes,Delhi
20842,31,09-11-2023,No Signal,14,Yes,Chennai
20843,332,09-05-2023,Slow Internet,2,Yes,Mumbai
20844,458,24-09-2022,Slow Internet,12,Yes,Hyderabad
20845,424,03-04-2022,No Signal,58,Yes,Hyderabad
20846,411,16-11-2023,No Signal,56,No,Hyderabad
20847,52,05-03-2022,No Signal,24,Yes,Chennai
20848,384,04-03-2023,No Signal,37,Yes,Chennai
20849,243,30-09-2023,Call Drop,29,Yes,Hyderabad
20850,263,03-01-2023,Slow Internet,42,Yes,Chennai
20851,174,12-01-2024,Call Drop,18,Yes,Mumbai
20852,100,15-04-2022,Slow Internet,3,Yes,Mumbai
20853,417,28-07-2022,Call Drop,13,No,Bangalore
20854,475,28-07-2023,No Signal,29,Yes,Delhi
20855,392,22-01-2024,Call Drop,66,Yes,Hyderabad
20856,389,19-04-2023,No Signal,59,Yes,Bangalore
20857,61,02-03-2022,No Signal,48,Yes,Hyderabad
20858,456,12-12-2022,Call Drop,4,Yes,Kolkata
20859,360,12-01-2022,Slow Internet,51,Yes,Hyderabad
20860,188,11-04-2023,Call Drop,5,Yes,Delhi
20861,469,11-10-2023,No Signal,39,No,Bangalore
20862,408,14-07-2022,No Signal,41,Yes,Chennai
20863,7,15-03-2022,Slow Internet,5,Yes,Bangalore
20864,189,24-05-2024,Slow Internet,8,Yes,Delhi
20865,83,21-01-2023,Slow Internet,56,Yes,Bangalore
20866,351,16-05-2022,No Signal,25,Yes,Bangalore
20867,420,02-06-2024,Call Drop,52,Yes,Delhi
20868,283,09-07-2023,Slow Internet,52,Yes,Hyderabad
20869,124,12-03-2023,No Signal,7,No,Kolkata
20870,157,08-02-2022,Call Drop,61,Yes,Chennai
20871,87,27-06-2023,Slow Internet,47,Yes,Hyderabad
20872,148,16-10-2023,Call Drop,66,Yes,Kolkata
20873,70,16-11-2022,Call Drop,59,Yes,Chennai
20874,460,20-05-2024,No Signal,5,Yes,Hyderabad
20875,370,14-05-2024,No Signal,44,Yes,Kolkata
20876,76,10-07-2023,No Signal,42,Yes,Mumbai
20877,114,01-12-2023,Call Drop,61,Yes,Mumbai
20878,3,19-12-2022,Slow Internet,63,No,Mumbai
20879,234,29-05-2023,Slow Internet,50,Yes,Hyderabad
20880,167,28-04-2023,Slow Internet,38,Yes,Bangalore
20881,99,20-02-2023,No Signal,54,Yes,Hyderabad
20882,124,14-03-2024,Slow Internet,44,Yes,Kolkata
20883,467,02-04-2024,Slow Internet,24,Yes,Hyderabad
20884,45,05-01-2023,No Signal,63,Yes,Bangalore
20885,382,09-12-2022,Slow Internet,39,Yes,Delhi
20886,324,21-11-2022,Slow Internet,12,Yes,Delhi
20887,287,02-01-2023,Slow Internet,63,Yes,Bangalore
20888,106,02-12-2022,Call Drop,9,Yes,Bangalore
20889,294,23-10-2022,Call Drop,22,Yes,Hyderabad
20890,481,24-01-2022,No Signal,36,Yes,Kolkata
20891,134,03-06-2024,No Signal,28,Yes,Mumbai
20892,8,18-03-2023,Call Drop,56,No,Mumbai
20893,28,14-04-2022,No Signal,29,Yes,Delhi
20894,271,16-02-2023,No Signal,5,Yes,Kolkata
20895,223,28-07-2023,Slow Internet,4,Yes,Bangalore
20896,8,27-10-2023,No Signal,51,Yes,Mumbai
20897,310,14-02-2024,No Signal,15,Yes,Kolkata
20898,134,21-10-2022,Slow Internet,60,Yes,Mumbai
20899,29,05-06-2024,Slow Internet,26,No,Kolkata
20900,115,31-08-2022,Call Drop,23,Yes,Bangalore
20901,494,08-12-2022,No Signal,29,Yes,Chennai
20902,34,03-05-2024,Slow Internet,57,Yes,Hyderabad
20903,7,08-05-2024,No Signal,62,Yes,Bangalore
20904,40,25-09-2023,No Signal,59,Yes,Chennai
20905,330,14-05-2024,Call Drop,48,No,Mumbai
20906,397,22-06-2022,Call Drop,35,Yes,Bangalore
20907,62,20-02-2023,Call Drop,46,Yes,Delhi
20908,86,13-04-2022,Call Drop,33,Yes,Delhi
20909,213,09-06-2022,Call Drop,71,Yes,Hyderabad
20910,116,14-09-2022,Slow Internet,10,Yes,Chennai
20911,65,15-12-2023,Call Drop,48,Yes,Delhi
20912,297,11-07-2023,Slow Internet,44,No,Chennai
20913,379,30-07-2023,Call Drop,70,Yes,Kolkata
20914,170,15-07-2022,Slow Internet,63,No,Delhi
20915,116,26-01-2023,No Signal,49,Yes,Chennai
20916,322,11-03-2022,Call Drop,41,No,Kolkata
20917,116,24-11-2023,Slow Internet,39,Yes,Chennai
20918,221,22-04-2024,Call Drop,23,Yes,Bangalore
20919,395,04-09-2022,Slow Internet,13,Yes,Delhi
20920,357,25-11-2022,Slow Internet,53,No,Bangalore
20921,50,07-06-2022,Call Drop,70,Yes,Hyderabad
20922,327,29-11-2023,Slow Internet,57,Yes,Delhi
20923,419,13-01-2024,No Signal,67,Yes,Kolkata
20924,478,08-08-2023,Call Drop,48,Yes,Chennai
20925,336,24-02-2022,No Signal,20,Yes,Bangalore
20926,79,01-05-2023,Slow Internet,62,Yes,Delhi
20927,488,31-08-2022,Slow Internet,45,Yes,Hyderabad
20928,20,24-03-2024,Call Drop,63,Yes,Hyderabad
20929,412,19-12-2022,No Signal,8,Yes,Hyderabad
20930,379,14-02-2023,No Signal,26,Yes,Kolkata
20931,37,28-12-2023,Call Drop,38,Yes,Kolkata
20932,259,15-01-2022,No Signal,41,Yes,Chennai
20933,93,27-05-2022,Call Drop,2,Yes,Bangalore
20934,187,05-05-2023,Call Drop,7,Yes,Chennai
20935,357,18-10-2023,Slow Internet,25,No,Bangalore
20936,201,25-01-2022,Slow Internet,51,Yes,Bangalore
20937,411,03-09-2023,No Signal,50,Yes,Hyderabad
20938,288,22-11-2023,Call Drop,64,Yes,Kolkata
20939,48,29-11-2022,Call Drop,12,Yes,Chennai
20940,253,23-06-2022,Call Drop,53,Yes,Delhi
20941,46,14-02-2024,Call Drop,10,Yes,Delhi
20942,370,17-10-2022,Slow Internet,61,Yes,Kolkata
