usage_id,customer_id,usage_date,data_used_gb,call_minutes,network_type,High/Normal  Usage
11019,454,21-03-2024,3.6,63,5G,Normal Usage
11020,366,02-09-2023,3.21,111,4G,Normal Usage
11021,246,29-12-2023,0.57,238,5G,Normal Usage
11022,275,20-11-2023,1.03,143,4G,Normal Usage
11023,32,15-01-2023,1.59,19,5G,Normal Usage
11024,137,19-04-2023,1,63,4G,Normal Usage
11025,12,21-03-2022,3.52,288,4G,Normal Usage
11026,395,28-11-2023,1,80,4G,Normal Usage
11027,302,02-01-2023,0.37,196,4G,Normal Usage
11028,375,06-04-2023,1.27,68,4G,Normal Usage
11029,16,23-06-2023,9.77,185,5G,Normal Usage
11030,129,28-03-2023,0.64,166,5G,Normal Usage
11031,63,09-04-2023,2.37,204,4G,Normal Usage
11032,109,23-04-2023,1.42,163,5G,Normal Usage
11033,375,24-02-2023,0.18,93,5G,Normal Usage
11034,21,08-12-2023,1.67,248,4G,Normal Usage
11035,158,02-08-2022,3.03,67,4G,Normal Usage
11036,269,04-01-2023,1.8,20,4G,Normal Usage
11037,162,03-05-2024,5.14,84,5G,Normal Usage
11038,260,24-04-2022,0.85,23,5G,Normal Usage
11039,412,24-01-2024,0.23,110,4G,Normal Usage
11040,102,18-05-2023,6.89,82,4G,Normal Usage
11041,223,28-09-2023,1.19,77,5G,Normal Usage
11042,59,27-03-2024,2.15,139,5G,Normal Usage
11043,247,11-08-2023,3.93,270,5G,Normal Usage
11044,128,07-11-2022,0.98,168,4G,Normal Usage
11045,283,14-04-2023,3.15,196,4G,Normal Usage
11046,325,03-04-2024,0.36,261,4G,Normal Usage
11047,25,09-12-2023,0.86,214,4G,Normal Usage
11048,131,12-05-2024,0.39,66,5G,Normal Usage
11049,353,13-02-2022,4.17,228,4G,Normal Usage
11050,196,19-02-2023,0.63,160,5G,Normal Usage
11051,281,29-11-2023,3.16,121,4G,Normal Usage
11052,404,04-05-2024,7.17,148,5G,Normal Usage
11053,418,03-09-2022,1.88,192,4G,Normal Usage
11054,154,25-03-2022,1.94,230,4G,Normal Usage
11055,382,26-07-2022,1.55,110,4G,Normal Usage
11056,133,31-05-2022,0.99,144,4G,Normal Usage
11057,227,30-10-2023,1.61,220,5G,Normal Usage
11058,189,12-06-2023,2.31,63,4G,Normal Usage
11059,476,14-06-2022,10.67,125,4G,High Usage
11060,477,25-05-2022,6.94,217,5G,Normal Usage
11061,265,06-02-2022,4.95,283,5G,Normal Usage
11062,372,29-11-2022,5.5,235,4G,Normal Usage
11063,486,07-02-2023,1.58,12,5G,Normal Usage
11064,434,18-02-2023,2.68,152,4G,Normal Usage
11065,134,14-02-2022,5.64,238,4G,Normal Usage
11066,211,06-02-2023,1.25,189,4G,Normal Usage
11067,60,25-07-2022,8.16,150,4G,Normal Usage
11068,428,03-03-2022,1.34,85,4G,Normal Usage
11069,377,24-02-2023,2.3,20,4G,Normal Usage
11070,395,17-05-2024,3.09,181,4G,Normal Usage
11071,450,13-04-2023,7.52,157,5G,Normal Usage
11072,431,30-03-2024,0.7,75,4G,Normal Usage
11073,364,19-01-2022,3.43,202,5G,Normal Usage
11074,364,31-12-2022,1.84,228,5G,Normal Usage
11075,457,27-10-2022,0.78,151,4G,Normal Usage
11076,213,07-01-2022,3.75,262,4G,Normal Usage
11077,216,31-01-2024,2.01,71,4G,Normal Usage
11078,226,04-03-2023,2.7,224,5G,Normal Usage
11079,470,27-04-2022,0.97,130,4G,Normal Usage
11080,131,03-08-2023,1.64,27,4G,Normal Usage
11081,76,22-05-2023,2.4,298,5G,Normal Usage
11082,476,30-06-2023,1.3,96,4G,Normal Usage
11083,286,07-12-2023,0.55,45,4G,Normal Usage
11084,474,21-11-2022,8.15,0,4G,Normal Usage
11085,496,24-02-2022,1.79,165,5G,Normal Usage
11086,277,17-02-2024,3.31,244,5G,Normal Usage
11087,156,11-02-2022,1.32,218,4G,Normal Usage
11088,248,24-10-2022,1.1,101,4G,Normal Usage
11089,218,19-08-2022,1.31,290,5G,Normal Usage
11090,190,29-03-2023,1.32,203,5G,Normal Usage
11091,417,08-06-2024,1.96,201,5G,Normal Usage
11092,469,29-01-2023,1.96,53,4G,Normal Usage
11093,163,06-06-2023,1.72,279,5G,Normal Usage
11094,180,24-12-2022,0.36,277,4G,Normal Usage
11095,34,20-03-2023,1.71,15,4G,Normal Usage
11096,41,08-05-2022,0.46,12,5G,Normal Usage
11097,307,22-11-2023,0.34,86,4G,Normal Usage
11098,431,09-02-2023,6.74,77,5G,Normal Usage
11099,338,27-01-2023,2.32,66,4G,Normal Usage
11100,314,12-07-2022,2.69,210,5G,Normal Usage
11101,75,27-08-2023,1.28,213,4G,Normal Usage
11102,441,30-05-2024,5.99,184,4G,Normal Usage
11103,279,13-01-2024,2.54,32,4G,Normal Usage
11104,176,19-03-2022,3.67,114,4G,Normal Usage
11105,384,26-03-2022,1.15,274,5G,Normal Usage
11106,150,30-01-2022,8.05,197,4G,Normal Usage
11107,273,26-12-2023,4.29,142,4G,Normal Usage
11108,325,18-02-2022,4.81,227,4G,Normal Usage
11109,108,16-02-2024,0.47,119,5G,Normal Usage
11110,139,25-05-2022,0.79,23,4G,Normal Usage
11111,350,10-03-2022,0.84,26,4G,Normal Usage
11112,271,27-02-2022,0.79,74,4G,Normal Usage
11113,347,28-11-2023,4.83,240,5G,Normal Usage
11114,419,28-07-2023,0.08,22,4G,Normal Usage
11115,289,24-04-2023,0.2,160,4G,Normal Usage
11116,212,30-03-2024,0.8,40,5G,Normal Usage
11117,381,21-03-2023,0.56,237,4G,Normal Usage
11118,272,23-10-2022,0.66,238,4G,Normal Usage
11119,418,09-11-2023,4,55,5G,Normal Usage
11120,66,20-06-2022,2.07,97,4G,Normal Usage
11121,483,29-07-2023,0.01,145,4G,Normal Usage
11122,424,27-05-2022,1.4,261,4G,Normal Usage
11123,248,29-04-2023,1.31,39,5G,Normal Usage
11124,156,02-11-2022,0.3,192,4G,Normal Usage
11125,47,04-11-2023,2.82,238,4G,Normal Usage
11126,423,15-10-2023,3.03,41,4G,Normal Usage
11127,454,25-04-2024,3.19,221,5G,Normal Usage
11128,201,01-09-2023,3.26,195,4G,Normal Usage
11129,148,22-03-2023,0,287,4G,Normal Usage
11130,124,09-08-2022,7.69,9,4G,Normal Usage
11131,1,09-07-2023,4.21,234,4G,Normal Usage
11132,456,14-03-2024,5.86,264,5G,Normal Usage
11133,247,13-01-2023,0.04,68,4G,Normal Usage
11134,343,12-09-2023,6.79,138,5G,Normal Usage
11135,128,23-09-2022,4.15,218,4G,Normal Usage
11136,191,05-04-2022,4.54,195,5G,Normal Usage
11137,67,19-09-2022,0.24,73,4G,Normal Usage
11138,4,04-04-2024,3.36,102,4G,Normal Usage
11139,442,15-06-2024,8.04,224,5G,Normal Usage
11140,409,12-03-2022,2.84,122,5G,Normal Usage
11141,303,07-08-2022,2.11,101,4G,Normal Usage
11142,294,17-06-2023,7.28,263,4G,Normal Usage
11143,143,02-04-2022,1.46,160,4G,Normal Usage
11144,191,07-05-2022,2.29,232,5G,Normal Usage
11145,21,21-03-2022,1.62,274,4G,Normal Usage
11146,227,03-04-2024,6.75,257,4G,Normal Usage
11147,313,26-08-2022,0.2,138,4G,Normal Usage
11148,117,07-01-2023,1.74,226,5G,Normal Usage
11149,437,01-05-2023,2.9,272,4G,Normal Usage
11150,302,25-11-2023,3.92,85,4G,Normal Usage
11151,500,25-01-2022,2.19,290,4G,Normal Usage
11152,142,05-06-2022,5.99,216,4G,Normal Usage
11153,484,01-06-2023,7.12,65,4G,Normal Usage
11154,460,24-09-2023,0.17,256,5G,Normal Usage
11155,401,28-02-2024,1.29,134,5G,Normal Usage
11156,39,14-06-2023,0.06,54,4G,Normal Usage
11157,393,11-12-2023,1,242,5G,Normal Usage
11158,355,26-02-2022,1.92,251,4G,Normal Usage
11159,252,28-08-2023,6.04,20,4G,Normal Usage
11160,333,19-01-2022,4.69,162,5G,Normal Usage
11161,207,19-01-2023,0.34,263,4G,Normal Usage
11162,210,14-05-2024,0.24,67,4G,Normal Usage
11163,115,12-07-2022,2.22,106,5G,Normal Usage
11164,225,25-08-2022,1.9,66,4G,Normal Usage
11165,134,22-01-2023,0.77,198,5G,Normal Usage
11166,251,02-03-2023,5.74,191,5G,Normal Usage
11167,219,04-10-2022,6.56,1,4G,Normal Usage
11168,407,15-08-2022,1.29,256,4G,Normal Usage
11169,443,15-01-2024,5.53,0,4G,Normal Usage
11170,91,06-07-2023,1.21,114,4G,Normal Usage
11171,354,19-11-2022,3.34,87,4G,Normal Usage
11172,376,02-06-2022,1.62,196,5G,Normal Usage
11173,46,01-10-2023,0.33,91,4G,Normal Usage
11174,38,25-08-2022,6.58,273,4G,Normal Usage
11175,142,24-02-2022,1.51,159,4G,Normal Usage
11176,100,12-03-2023,3.32,172,4G,Normal Usage
11177,328,15-11-2023,1.14,32,5G,Normal Usage
11178,190,19-04-2022,0.05,72,4G,Normal Usage
11179,35,15-05-2024,0.26,195,5G,Normal Usage
11180,147,03-07-2022,1.71,283,4G,Normal Usage
11181,30,03-01-2023,2.93,86,4G,Normal Usage
11182,334,17-07-2022,1.02,223,4G,Normal Usage
11183,84,06-01-2023,2.97,43,4G,Normal Usage
11184,369,08-01-2023,3,137,4G,Normal Usage
11185,281,12-05-2023,3.04,269,4G,Normal Usage
11186,424,22-08-2023,1.7,35,5G,Normal Usage
11187,344,20-07-2022,6.16,33,4G,Normal Usage
11188,270,28-04-2024,1.68,87,5G,Normal Usage
11189,154,24-05-2023,1.5,145,4G,Normal Usage
11190,102,18-11-2022,0.56,15,4G,Normal Usage
11191,215,02-10-2022,0.92,232,4G,Normal Usage
11192,150,30-07-2022,0.11,40,4G,Normal Usage
11193,432,19-05-2023,2.51,254,5G,Normal Usage
11194,83,28-04-2022,0.71,280,4G,Normal Usage
11195,110,04-12-2023,0.91,125,4G,Normal Usage
11196,435,08-07-2023,3.68,7,4G,Normal Usage
11197,387,11-02-2022,0.99,175,4G,Normal Usage
11198,426,11-11-2022,0.69,227,5G,Normal Usage
11199,275,27-02-2024,0.46,17,4G,Normal Usage
11200,201,25-11-2022,3.73,55,5G,Normal Usage
11201,284,17-01-2022,0.35,34,4G,Normal Usage
11202,468,10-10-2022,1.51,117,5G,Normal Usage
11203,173,15-09-2022,1.77,281,5G,Normal Usage
11204,327,29-07-2023,2.91,253,4G,Normal Usage
11205,206,28-07-2023,2.51,212,4G,Normal Usage
11206,63,04-09-2023,4.16,60,5G,Normal Usage
11207,73,19-01-2022,0.11,87,4G,Normal Usage
11208,251,13-06-2023,0.88,270,5G,Normal Usage
11209,124,16-04-2024,0.82,31,4G,Normal Usage
11210,375,27-02-2023,0.39,132,4G,Normal Usage
11211,121,11-04-2023,0.85,63,5G,Normal Usage
11212,275,08-01-2023,0.93,198,4G,Normal Usage
11213,431,28-01-2024,1.84,255,4G,Normal Usage
11214,500,02-02-2024,2.72,154,4G,Normal Usage
11215,398,22-03-2022,1.2,230,4G,Normal Usage
11216,120,05-07-2023,3.18,34,5G,Normal Usage
11217,422,02-07-2023,1.02,25,5G,Normal Usage
11218,437,28-02-2023,0.86,22,5G,Normal Usage
11219,317,05-03-2023,1.95,140,4G,Normal Usage
11220,164,23-01-2023,0.06,284,4G,Normal Usage
11221,424,10-12-2023,0.21,155,5G,Normal Usage
11222,465,01-11-2023,1.35,112,4G,Normal Usage
11223,286,23-07-2022,7.16,138,4G,Normal Usage
11224,265,15-07-2022,3.2,208,5G,Normal Usage
11225,320,29-12-2023,0.23,85,4G,Normal Usage
11226,161,12-10-2022,4.68,284,4G,Normal Usage
11227,376,15-07-2022,3.29,59,4G,Normal Usage
11228,308,03-11-2022,2.36,53,4G,Normal Usage
11229,89,26-10-2023,4.29,92,4G,Normal Usage
11230,142,14-01-2022,1.29,264,5G,Normal Usage
11231,203,16-04-2024,0.63,212,4G,Normal Usage
11232,309,26-05-2022,1.79,9,4G,Normal Usage
11233,227,26-02-2022,1.99,202,5G,Normal Usage
11234,489,24-12-2023,1.93,195,4G,Normal Usage
11235,443,19-02-2024,2.08,57,4G,Normal Usage
11236,334,29-07-2022,7.43,255,4G,Normal Usage
11237,222,13-06-2023,5.81,222,5G,Normal Usage
11238,41,08-03-2024,5.21,179,4G,Normal Usage
11239,196,10-12-2022,4.04,34,4G,Normal Usage
11240,68,16-12-2023,7.18,102,4G,Normal Usage
11241,476,03-09-2023,0.26,160,4G,Normal Usage
11242,264,06-10-2022,0.77,199,4G,Normal Usage
11243,2,28-07-2022,1.71,159,4G,Normal Usage
11244,361,03-10-2023,4.69,182,4G,Normal Usage
11245,125,01-12-2022,1.76,135,4G,Normal Usage
11246,110,15-10-2022,3.45,225,4G,Normal Usage
11247,86,09-09-2022,0.37,242,4G,Normal Usage
11248,425,22-09-2022,0.73,105,4G,Normal Usage
11249,120,28-09-2022,3.29,70,5G,Normal Usage
11250,127,01-12-2023,0.45,76,5G,Normal Usage
11251,255,23-02-2023,1.08,53,5G,Normal Usage
11252,183,27-12-2023,0.77,276,4G,Normal Usage
11253,16,05-03-2024,1.08,110,4G,Normal Usage
11254,477,30-07-2022,3.08,223,4G,Normal Usage
11255,62,31-12-2022,1.15,74,4G,Normal Usage
11256,369,17-03-2022,2.03,13,4G,Normal Usage
11257,432,22-10-2023,0.26,257,4G,Normal Usage
11258,158,17-11-2022,4.09,188,4G,Normal Usage
11259,268,26-12-2023,1.15,238,4G,Normal Usage
11260,35,09-03-2023,2.61,90,4G,Normal Usage
11261,267,19-04-2022,3.23,183,4G,Normal Usage
11262,64,03-10-2023,0.59,16,4G,Normal Usage
11263,494,06-06-2023,5.4,11,4G,Normal Usage
11264,50,16-02-2022,2.39,165,5G,Normal Usage
11265,469,14-01-2023,1.4,145,4G,Normal Usage
11266,255,06-04-2024,0.5,281,4G,Normal Usage
11267,149,06-04-2022,7.13,36,5G,Normal Usage
11268,325,13-04-2022,3.52,69,4G,Normal Usage
11269,304,10-06-2024,0.58,168,4G,Normal Usage
11270,276,03-05-2024,1.03,169,4G,Normal Usage
11271,357,26-05-2022,4.15,252,4G,Normal Usage
11272,451,29-05-2024,2.97,296,4G,Normal Usage
11273,172,27-01-2022,3.63,141,4G,Normal Usage
11274,417,02-01-2024,1.45,272,4G,Normal Usage
11275,201,14-06-2023,3.15,224,5G,Normal Usage
11276,445,10-11-2023,1.22,182,4G,Normal Usage
11277,393,23-03-2022,0.59,220,4G,Normal Usage
11278,324,04-03-2023,2.5,52,4G,Normal Usage
11279,35,07-08-2023,9.33,117,4G,Normal Usage
11280,465,01-04-2024,0.93,158,5G,Normal Usage
11281,482,24-04-2023,1.54,135,4G,Normal Usage
11282,216,05-02-2024,2.8,76,5G,Normal Usage
11283,480,11-06-2022,1.95,44,4G,Normal Usage
11284,65,18-04-2024,4.64,17,5G,Normal Usage
11285,8,06-02-2023,3.59,204,4G,Normal Usage
11286,301,23-05-2023,0.15,82,4G,Normal Usage
11287,343,07-02-2022,16.13,49,5G,High Usage
11288,431,26-05-2023,3.49,280,5G,Normal Usage
11289,424,28-01-2023,4.99,165,4G,Normal Usage
11290,332,14-12-2023,2.63,242,5G,Normal Usage
11291,438,09-05-2023,4.85,163,4G,Normal Usage
11292,76,19-07-2022,0.3,55,4G,Normal Usage
11293,174,12-09-2022,1.07,38,4G,Normal Usage
11294,47,28-06-2022,5.23,127,5G,Normal Usage
11295,15,01-07-2023,0.56,121,5G,Normal Usage
11296,361,17-08-2023,0.2,246,4G,Normal Usage
11297,147,24-01-2023,3.88,185,4G,Normal Usage
11298,26,02-02-2023,4.51,207,4G,Normal Usage
11299,308,02-01-2024,0.44,238,4G,Normal Usage
11300,93,07-06-2022,4.82,214,4G,Normal Usage
11301,406,04-01-2022,2.9,291,4G,Normal Usage
11302,232,16-06-2022,1.84,223,4G,Normal Usage
11303,21,13-04-2023,4.43,87,4G,Normal Usage
11304,307,13-02-2023,1.36,24,4G,Normal Usage
11305,38,16-02-2023,0.54,219,5G,Normal Usage
11306,276,23-07-2022,0.84,274,4G,Normal Usage
11307,157,13-07-2022,1.76,134,4G,Normal Usage
11308,179,23-08-2022,1.89,232,4G,Normal Usage
11309,132,19-12-2023,4.09,65,4G,Normal Usage
11310,311,30-05-2022,3.92,79,4G,Normal Usage
11311,455,08-06-2022,2.18,254,4G,Normal Usage
11312,348,06-10-2022,3.79,124,5G,Normal Usage
11313,28,26-03-2024,0.53,145,4G,Normal Usage
11314,260,08-02-2023,0.13,102,4G,Normal Usage
11315,406,11-06-2024,5.17,276,4G,Normal Usage
11316,76,09-11-2023,0.2,123,4G,Normal Usage
11317,429,07-11-2022,0.71,266,5G,Normal Usage
11318,67,09-03-2022,2.97,277,5G,Normal Usage
11319,342,08-04-2023,1.32,110,4G,Normal Usage
11320,492,29-03-2022,5.23,88,4G,Normal Usage
11321,194,05-08-2022,0.88,157,5G,Normal Usage
11322,472,01-01-2022,0.03,215,4G,Normal Usage
11323,162,15-05-2022,0.89,35,5G,Normal Usage
11324,347,28-11-2023,2.16,86,5G,Normal Usage
11325,439,17-12-2022,1.18,117,4G,Normal Usage
11326,361,20-05-2022,1.91,181,5G,Normal Usage
11327,257,10-09-2023,5.23,67,5G,Normal Usage
11328,72,13-05-2022,6.09,158,5G,Normal Usage
11329,87,12-09-2023,0.77,284,4G,Normal Usage
11330,422,27-06-2022,1.55,163,4G,Normal Usage
11331,262,20-03-2024,1.99,72,4G,Normal Usage
11332,214,24-12-2022,7.45,118,4G,Normal Usage
11333,153,15-01-2023,16.46,194,4G,High Usage
11334,210,20-05-2024,0.67,88,4G,Normal Usage
11335,401,20-10-2023,3.25,75,4G,Normal Usage
11336,61,26-03-2023,1.19,220,4G,Normal Usage
11337,268,09-08-2023,0.02,138,4G,Normal Usage
11338,262,08-04-2023,0.02,240,4G,Normal Usage
11339,218,18-04-2022,1.54,153,5G,Normal Usage
11340,283,02-05-2022,1.68,52,4G,Normal Usage
11341,136,17-01-2022,0.06,141,4G,Normal Usage
11342,467,15-07-2022,2.9,30,5G,Normal Usage
11343,380,23-11-2022,0.87,222,4G,Normal Usage
11344,362,14-11-2022,2.05,291,4G,Normal Usage
11345,449,19-03-2024,0.89,265,5G,Normal Usage
11346,441,24-04-2023,0.46,281,5G,Normal Usage
11347,93,09-09-2022,1.31,275,4G,Normal Usage
11348,109,18-05-2023,0.66,43,5G,Normal Usage
11349,241,29-04-2022,1.91,61,5G,Normal Usage
11350,355,05-11-2023,0.55,200,4G,Normal Usage
11351,424,11-12-2023,1.78,8,4G,Normal Usage
11352,142,13-05-2023,0.43,70,4G,Normal Usage
11353,291,01-05-2023,2.78,89,4G,Normal Usage
11354,432,14-02-2022,3.51,23,4G,Normal Usage
11355,237,10-11-2022,0.29,139,5G,Normal Usage
11356,340,28-06-2022,1.58,77,4G,Normal Usage
11357,312,12-06-2024,0.18,213,4G,Normal Usage
11358,177,22-02-2023,2.28,15,4G,Normal Usage
11359,141,10-07-2023,0.77,28,4G,Normal Usage
11360,189,22-02-2024,1.87,290,4G,Normal Usage
11361,486,19-03-2022,1.82,42,4G,Normal Usage
11362,49,22-11-2022,6.45,52,4G,Normal Usage
11363,302,21-11-2023,1.99,275,5G,Normal Usage
11364,369,23-12-2022,2.19,231,4G,Normal Usage
11365,190,20-02-2023,1.28,211,4G,Normal Usage
11366,136,30-05-2023,7.44,7,4G,Normal Usage
11367,43,02-08-2022,3.75,121,4G,Normal Usage
11368,404,03-05-2024,0.84,41,4G,Normal Usage
11369,380,15-03-2022,4.65,232,4G,Normal Usage
11370,353,17-07-2023,1.42,69,5G,Normal Usage
11371,90,02-08-2023,4.41,15,4G,Normal Usage
11372,295,24-05-2023,4.33,68,4G,Normal Usage
11373,341,28-11-2022,0.52,52,4G,Normal Usage
11374,245,03-04-2022,3.02,172,5G,Normal Usage
11375,433,19-11-2023,0.86,261,4G,Normal Usage
11376,192,19-10-2023,0.88,288,5G,Normal Usage
11377,318,03-06-2023,0.88,14,4G,Normal Usage
11378,106,26-09-2022,3.23,269,4G,Normal Usage
11379,363,11-01-2023,0.65,166,5G,Normal Usage
11380,310,13-04-2024,0,62,5G,Normal Usage
11381,382,04-01-2022,3.14,260,4G,Normal Usage
11382,233,18-05-2022,0.47,120,4G,Normal Usage
11383,265,19-08-2022,0.28,239,4G,Normal Usage
11384,344,23-08-2023,0.68,106,4G,Normal Usage
11385,37,13-06-2023,1.19,179,5G,Normal Usage
11386,305,21-02-2022,1.62,15,4G,Normal Usage
11387,41,08-10-2023,0.11,214,4G,Normal Usage
11388,17,24-12-2023,8.81,76,5G,Normal Usage
11389,344,21-11-2022,3.15,224,4G,Normal Usage
11390,277,01-01-2024,0.98,92,4G,Normal Usage
11391,307,18-12-2023,0.96,180,5G,Normal Usage
11392,59,24-12-2023,1.49,173,4G,Normal Usage
11393,423,04-10-2022,2.46,218,4G,Normal Usage
11394,183,20-06-2023,0.4,142,4G,Normal Usage
11395,41,01-05-2023,0.52,281,4G,Normal Usage
11396,39,31-05-2023,4.91,258,4G,Normal Usage
11397,397,01-06-2022,0.74,46,4G,Normal Usage
11398,192,28-04-2023,1.2,4,5G,Normal Usage
11399,267,16-09-2022,5.13,61,5G,Normal Usage
11400,494,20-11-2022,2.72,83,5G,Normal Usage
11401,147,18-05-2024,1.05,132,4G,Normal Usage
11402,395,17-06-2022,2.88,62,5G,Normal Usage
11403,333,19-11-2023,0.05,280,4G,Normal Usage
11404,127,06-11-2022,3.33,43,4G,Normal Usage
11405,46,13-03-2024,1.67,152,5G,Normal Usage
11406,45,24-04-2023,4.19,269,4G,Normal Usage
11407,1,25-02-2022,7.73,170,4G,Normal Usage
11408,168,12-09-2023,6.5,155,5G,Normal Usage
11409,108,18-04-2023,6,274,4G,Normal Usage
11410,19,23-10-2022,1.79,19,4G,Normal Usage
11411,332,06-04-2023,1.12,213,4G,Normal Usage
11412,72,20-11-2022,1.56,78,5G,Normal Usage
11413,456,24-03-2024,2.93,138,4G,Normal Usage
11414,445,25-04-2024,5.39,97,4G,Normal Usage
11415,109,21-05-2022,0.58,151,4G,Normal Usage
11416,268,29-10-2023,6.26,197,4G,Normal Usage
11417,445,19-09-2022,4.22,272,5G,Normal Usage
11418,240,24-02-2024,9.64,155,4G,Normal Usage
11419,417,24-02-2023,5.31,49,4G,Normal Usage
11420,301,14-01-2024,0.82,227,4G,Normal Usage
11421,90,29-08-2022,0.28,9,5G,Normal Usage
11422,103,21-12-2022,0.3,148,4G,Normal Usage
11423,476,28-04-2024,0.86,57,4G,Normal Usage
11424,250,09-02-2024,2.38,161,4G,Normal Usage
11425,453,31-01-2024,4.08,106,4G,Normal Usage
11426,8,12-08-2023,5.74,288,5G,Normal Usage
11427,153,29-06-2022,2.44,185,5G,Normal Usage
11428,347,07-03-2022,0.01,45,5G,Normal Usage
11429,174,30-03-2024,0.52,128,5G,Normal Usage
11430,343,14-12-2022,0.26,86,5G,Normal Usage
11431,158,20-06-2022,1.13,248,4G,Normal Usage
11432,493,19-04-2023,1.74,256,5G,Normal Usage
11433,431,18-06-2023,0.11,276,4G,Normal Usage
11434,215,02-01-2023,1.07,277,4G,Normal Usage
11435,177,17-04-2022,0.49,3,4G,Normal Usage
11436,175,15-03-2023,2.6,64,5G,Normal Usage
11437,340,14-04-2024,1.56,201,4G,Normal Usage
11438,338,15-08-2022,1.71,62,5G,Normal Usage
11439,146,20-03-2023,1.4,142,4G,Normal Usage
11440,450,18-03-2023,7.81,243,4G,Normal Usage
11441,324,31-01-2023,0.6,291,4G,Normal Usage
11442,478,29-12-2023,1.82,284,4G,Normal Usage
11443,161,04-08-2023,3.33,179,4G,Normal Usage
11444,127,25-03-2022,2.03,173,4G,Normal Usage
11445,420,07-09-2023,6.61,110,5G,Normal Usage
11446,82,05-07-2023,1.19,174,4G,Normal Usage
11447,485,13-01-2022,1.56,152,4G,Normal Usage
11448,147,19-03-2024,0.23,216,4G,Normal Usage
11449,239,04-04-2024,2.35,296,4G,Normal Usage
11450,412,24-11-2023,0.85,239,4G,Normal Usage
11451,424,08-05-2023,0.44,225,4G,Normal Usage
11452,84,25-09-2022,1.97,185,4G,Normal Usage
11453,113,09-06-2023,1.9,47,4G,Normal Usage
11454,225,30-04-2022,0.2,207,5G,Normal Usage
11455,332,19-12-2022,3,156,5G,Normal Usage
11456,378,26-02-2022,2.44,224,4G,Normal Usage
11457,243,09-02-2022,0.52,143,4G,Normal Usage
11458,143,04-06-2024,1.58,110,4G,Normal Usage
11459,41,02-12-2022,3.19,131,4G,Normal Usage
11460,423,02-10-2023,1.88,112,5G,Normal Usage
11461,258,22-06-2022,1.26,88,4G,Normal Usage
11462,447,01-07-2023,0.97,160,4G,Normal Usage
11463,285,16-09-2022,2.36,74,4G,Normal Usage
11464,105,06-06-2024,7,280,5G,Normal Usage
11465,202,01-06-2023,2.78,6,5G,Normal Usage
11466,450,31-12-2023,0.19,112,5G,Normal Usage
11467,307,07-06-2023,1.54,35,4G,Normal Usage
11468,331,12-06-2024,5.54,265,4G,Normal Usage
11469,461,18-04-2024,0.25,112,4G,Normal Usage
11470,266,27-04-2022,11.25,291,4G,High Usage
11471,398,03-07-2022,7.44,222,4G,Normal Usage
11472,210,23-05-2024,0.2,210,4G,Normal Usage
11473,51,26-04-2022,6.77,17,4G,Normal Usage
11474,118,11-06-2022,1.13,240,5G,Normal Usage
11475,201,02-08-2023,4.66,133,4G,Normal Usage
11476,377,13-12-2023,1.35,219,4G,Normal Usage
11477,39,27-06-2023,1.45,101,4G,Normal Usage
11478,28,10-08-2023,2.51,139,4G,Normal Usage
11479,259,25-08-2022,3.72,168,4G,Normal Usage
11480,84,18-04-2024,0.09,190,4G,Normal Usage
11481,454,07-03-2022,2.25,24,4G,Normal Usage
11482,155,11-03-2022,0.52,32,4G,Normal Usage
11483,117,19-03-2024,1.06,5,4G,Normal Usage
11484,2,23-03-2023,1.07,193,4G,Normal Usage
11485,93,20-02-2023,1.58,229,4G,Normal Usage
11486,166,16-06-2023,1.02,136,4G,Normal Usage
11487,387,17-03-2023,0.28,215,4G,Normal Usage
11488,400,08-01-2024,0.39,182,5G,Normal Usage
11489,350,09-04-2023,0.09,167,4G,Normal Usage
11490,296,31-01-2023,1.59,281,4G,Normal Usage
11491,258,12-12-2023,7.72,37,5G,Normal Usage
11492,81,05-07-2023,0.31,162,5G,Normal Usage
11493,425,19-10-2023,7.31,141,5G,Normal Usage
11494,268,11-07-2023,3.3,247,4G,Normal Usage
11495,419,30-01-2023,2.54,102,4G,Normal Usage
11496,235,22-11-2022,2.59,198,4G,Normal Usage
11497,321,11-06-2024,4.38,199,4G,Normal Usage
11498,311,01-04-2022,0.28,41,5G,Normal Usage
11499,301,20-01-2024,1.76,146,4G,Normal Usage
11500,463,11-03-2022,2.99,65,5G,Normal Usage
11501,474,15-06-2022,2.21,192,4G,Normal Usage
11502,357,04-10-2023,4.47,297,4G,Normal Usage
11503,213,02-08-2022,0.19,37,5G,Normal Usage
11504,62,01-05-2024,2.93,140,5G,Normal Usage
11505,49,24-08-2023,1.91,105,5G,Normal Usage
11506,127,01-12-2022,1.19,151,5G,Normal Usage
11507,223,03-02-2024,1.04,37,4G,Normal Usage
11508,409,04-01-2023,2.42,96,4G,Normal Usage
11509,279,10-05-2024,5.54,107,5G,Normal Usage
11510,408,07-08-2023,1.71,118,4G,Normal Usage
11511,294,08-11-2023,4.35,150,4G,Normal Usage
11512,284,18-02-2022,1.29,73,4G,Normal Usage
11513,277,21-02-2022,0.27,56,4G,Normal Usage
11514,438,16-10-2022,0.16,251,4G,Normal Usage
11515,107,29-02-2024,0.13,291,5G,Normal Usage
11516,146,18-09-2023,1.2,254,4G,Normal Usage
11517,420,27-08-2022,1.03,253,4G,Normal Usage
