bill_id,customer_id,bill_month,bill_amount,payment_status
30745,484,28-02-2022,1093,Paid
30746,379,07-12-2023,1052,Paid
30747,456,29-09-2023,538,Delayed
30748,367,17-06-2024,561,Paid
30749,8,28-06-2023,378,Paid
30750,318,21-11-2023,787,Delayed
30751,334,28-05-2024,413,Paid
30752,230,07-08-2022,1957,Paid
30753,152,10-04-2022,1376,Failed
30754,278,13-04-2022,1267,Paid
30755,15,02-06-2024,550,Paid
30756,468,22-09-2023,219,Paid
30757,475,25-01-2024,1815,Delayed
30758,412,29-04-2022,1187,Paid
30759,406,07-01-2022,763,Delayed
30760,287,23-01-2023,867,Paid
30761,457,23-04-2023,1142,Paid
30762,248,06-06-2023,567,Paid
30763,255,07-04-2024,857,Paid
30764,446,08-10-2022,892,Paid
30765,343,11-02-2022,1300,Paid
30766,325,13-07-2023,1221,Delayed
30767,365,06-04-2022,1341,Paid
30768,167,19-05-2023,557,Paid
30769,81,03-09-2022,1839,Failed
30770,296,12-08-2022,1736,Paid
30771,69,24-04-2022,1849,Paid
30772,183,28-06-2023,701,Paid
30773,327,26-11-2022,230,Paid
30774,64,18-05-2023,556,Paid
30775,264,02-06-2022,260,Delayed
30776,327,05-08-2022,1319,Paid
30777,86,04-05-2023,1600,Paid
30778,44,28-01-2024,1869,Paid
30779,294,29-09-2022,1718,Paid
30780,373,04-02-2023,1832,Delayed
30781,149,16-12-2022,650,Paid
30782,260,26-02-2023,1437,Failed
30783,416,18-09-2022,1306,Delayed
30784,311,03-06-2023,604,Paid
30785,349,18-12-2023,1204,Paid
30786,444,21-09-2022,1891,Paid
30787,59,11-03-2024,1329,Paid
30788,94,14-11-2022,1711,Paid
30789,323,15-12-2023,555,Delayed
30790,5,26-04-2022,329,Paid
30791,83,31-07-2022,1244,Paid
30792,328,09-06-2022,794,Paid
30793,383,22-04-2023,1823,Paid
30794,37,03-10-2023,424,Paid
30795,479,08-05-2024,1328,Paid
30796,27,28-05-2022,1151,Paid
30797,13,02-04-2024,592,Paid
30798,490,23-03-2023,1069,Paid
30799,390,19-03-2022,1323,Paid
30800,65,19-09-2022,1370,Paid
30801,414,21-02-2022,1452,Delayed
30802,203,15-09-2022,285,Paid
30803,180,03-01-2024,721,Paid
30804,297,05-07-2023,1870,Paid
30805,479,05-09-2022,291,Paid
30806,464,07-06-2024,1002,Paid
30807,271,15-10-2022,351,Paid
30808,389,11-09-2022,1645,Paid
30809,15,20-09-2023,552,Paid
30810,1,10-12-2023,1077,Failed
30811,271,02-08-2022,806,Paid
30812,484,02-04-2022,1796,Delayed
30813,444,28-06-2023,1181,Paid
30814,48,28-08-2023,1115,Paid
30815,182,20-08-2022,1113,Paid
30816,487,05-10-2023,607,Paid
30817,183,09-04-2024,1309,Paid
30818,328,05-01-2024,409,Delayed
30819,373,13-01-2022,581,Paid
30820,214,17-04-2024,1817,Paid
30821,27,17-06-2023,1961,Paid
30822,226,21-03-2023,1746,Paid
30823,158,18-05-2023,1069,Delayed
30824,460,10-06-2023,1375,Paid
30825,60,06-05-2024,1227,Paid
30826,66,18-04-2024,1298,Delayed
30827,174,11-09-2023,609,Paid
30828,499,10-02-2023,202,Paid
30829,52,02-10-2023,1594,Paid
30830,486,28-06-2023,1305,Paid
30831,470,12-11-2023,1139,Paid
30832,243,15-10-2022,629,Paid
30833,337,02-03-2023,1694,Paid
30834,291,12-03-2023,1584,Paid
30835,244,22-03-2022,610,Delayed
30836,121,03-05-2023,233,Paid
30837,42,01-07-2022,1464,Failed
30838,184,24-12-2022,1878,Paid
30839,45,03-12-2023,1106,Delayed
30840,52,12-09-2022,278,Paid
30841,151,02-05-2024,273,Paid
30842,413,21-03-2024,1009,Paid
30843,29,17-06-2024,482,Paid
30844,57,15-06-2022,925,Paid
30845,498,10-04-2023,1980,Paid
30846,275,13-09-2022,1460,Paid
30847,209,27-02-2023,535,Paid
30848,8,17-07-2022,1753,Paid
30849,434,01-08-2022,784,Paid
30850,391,11-07-2023,765,Paid
30851,247,24-03-2024,281,Paid
30852,395,01-06-2024,1898,Delayed
30853,195,21-05-2024,516,Paid
30854,322,09-06-2023,1073,Paid
30855,339,21-02-2022,877,Paid
30856,412,22-09-2022,1850,Paid
30857,440,21-11-2022,1519,Delayed
30858,28,09-07-2023,898,Paid
30859,345,07-01-2022,1989,Delayed
30860,331,12-01-2024,1564,Paid
30861,296,13-02-2022,1032,Paid
30862,235,21-06-2022,1153,Paid
30863,130,12-04-2022,1646,Paid
30864,76,05-01-2024,1185,Paid
30865,445,03-08-2023,217,Paid
30866,233,26-09-2023,1012,Paid
30867,230,12-08-2023,202,Paid
30868,332,22-03-2024,665,Paid
30869,370,23-10-2022,388,Paid
30870,409,24-07-2022,1503,Delayed
30871,485,06-05-2023,261,Paid
30872,351,14-11-2022,1212,Delayed
30873,310,20-06-2022,1476,Paid
30874,401,06-08-2022,1849,Paid
30875,432,16-05-2023,1994,Paid
30876,396,27-03-2024,1224,Delayed
30877,189,12-07-2022,265,Paid
30878,478,29-11-2022,1076,Paid
30879,2,02-06-2022,1508,Paid
30880,336,07-07-2023,330,Paid
30881,65,23-01-2022,1270,Paid
30882,52,29-11-2023,1777,Paid
30883,34,04-08-2022,803,Failed
30884,301,12-02-2022,1139,Paid
30885,240,27-12-2022,1191,Paid
30886,129,17-09-2023,1875,Paid
30887,243,13-01-2024,1269,Paid
30888,356,18-02-2023,1453,Delayed
30889,308,22-02-2023,1958,Paid
30890,323,14-09-2023,482,Paid
30891,98,12-10-2023,747,Failed
30892,76,09-09-2023,1250,Paid
30893,312,12-11-2022,1633,Paid
30894,442,15-06-2024,1695,Paid
30895,365,14-10-2023,1892,Paid
30896,219,06-03-2023,1100,Paid
30897,306,06-02-2024,1444,Paid
30898,101,14-05-2023,1598,Paid
30899,119,15-12-2022,1231,Paid
30900,409,16-03-2022,1100,Delayed
30901,140,21-08-2022,1635,Paid
30902,371,25-12-2023,1693,Paid
30903,225,24-07-2023,1292,Paid
30904,255,07-02-2022,540,Paid
30905,73,19-09-2022,264,Delayed
30906,449,22-03-2023,805,Failed
30907,312,31-07-2022,1915,Paid
30908,306,03-04-2023,1292,Paid
30909,471,12-10-2023,944,Paid
30910,156,09-10-2022,1483,Paid
30911,259,24-07-2023,730,Delayed
30912,422,24-02-2024,1618,Paid
30913,64,19-07-2023,1580,Delayed
30914,310,25-07-2022,556,Delayed
30915,36,05-01-2022,1614,Paid
30916,248,14-04-2024,574,Paid
30917,428,11-09-2023,1408,Paid
30918,44,31-08-2022,1527,Paid
30919,453,28-05-2022,262,Paid
30920,119,22-11-2023,376,Paid
30921,349,17-11-2023,433,Paid
30922,181,19-11-2022,1063,Paid
30923,397,22-01-2023,960,Paid
30924,428,28-01-2023,238,Delayed
30925,388,13-10-2023,1509,Paid
30926,70,18-11-2023,1481,Paid
30927,435,04-02-2024,1689,Paid
30928,358,07-09-2022,1462,Delayed
30929,454,04-03-2023,1725,Paid
30930,267,04-01-2023,1806,Paid
30931,219,10-10-2023,1764,Paid
30932,438,23-03-2023,549,Delayed
30933,366,22-01-2022,739,Delayed
30934,190,04-07-2023,1164,Delayed
30935,256,23-06-2023,1534,Paid
30936,187,09-10-2022,1160,Paid
30937,227,06-10-2022,1821,Paid
30938,61,30-04-2022,1330,Paid
30939,168,10-09-2022,1029,Paid
30940,132,20-05-2024,228,Paid
30941,155,22-04-2023,507,Paid
30942,272,06-03-2022,1708,Delayed
30943,210,09-08-2023,244,Paid
30944,7,30-10-2022,1581,Paid
30945,11,13-11-2022,335,Paid
30946,200,23-06-2022,973,Paid
30947,251,18-06-2024,1797,Paid
30948,64,19-02-2023,1653,Paid
30949,180,17-09-2022,754,Paid
30950,128,12-10-2022,1473,Paid
30951,262,14-03-2022,631,Paid
30952,120,20-03-2022,1045,Paid
30953,48,13-02-2022,405,Paid
30954,69,15-01-2024,644,Paid
30955,377,03-01-2022,1281,Paid
30956,262,19-03-2023,1428,Paid
30957,230,20-03-2022,529,Paid
30958,252,12-01-2023,794,Paid
30959,445,24-11-2023,723,Paid
30960,450,19-05-2022,947,Failed
30961,479,25-03-2024,1380,Paid
30962,231,07-01-2022,1326,Paid
30963,224,01-06-2024,557,Paid
30964,457,27-05-2024,1050,Paid
30965,207,15-04-2024,1587,Delayed
30966,341,26-12-2023,753,Paid
30967,366,28-05-2023,1401,Paid
30968,437,27-11-2023,556,Paid
30969,28,02-02-2024,1486,Paid
30970,365,28-12-2023,953,Paid
30971,219,18-03-2022,747,Paid
30972,389,12-02-2022,1575,Paid
30973,337,06-06-2022,1586,Paid
30974,101,14-06-2023,1472,Paid
30975,58,04-05-2024,1342,Paid
30976,24,08-08-2022,1414,Paid
30977,415,08-08-2023,1005,Paid
30978,227,09-07-2022,1284,Paid
30979,169,24-05-2024,1432,Paid
30980,489,19-09-2022,250,Paid
30981,246,24-05-2022,1944,Paid
30982,324,30-04-2023,511,Delayed
30983,212,03-10-2023,1501,Paid
30984,363,05-10-2022,586,Paid
30985,465,24-03-2024,1424,Paid
30986,430,03-12-2023,337,Paid
30987,266,25-10-2023,217,Delayed
30988,421,03-11-2022,519,Failed
30989,405,14-06-2024,293,Delayed
30990,21,30-08-2023,328,Delayed
30991,124,04-07-2023,1327,Paid
30992,369,05-06-2022,1143,Paid
30993,464,27-10-2022,1419,Delayed
30994,97,13-12-2022,458,Paid
30995,138,27-02-2023,1185,Paid
30996,492,02-03-2023,1261,Delayed
30997,338,11-02-2022,1723,Paid
30998,353,12-11-2022,1015,Paid
30999,93,30-09-2023,1353,Paid
31000,95,04-04-2024,352,Delayed
31001,24,18-03-2022,751,Paid
31002,380,06-04-2022,1543,Paid
31003,396,20-09-2022,320,Failed
31004,404,29-03-2024,1978,Paid
31005,454,07-01-2024,955,Paid
31006,136,15-09-2023,1366,Paid
31007,334,20-01-2024,1408,Paid
31008,133,24-07-2022,745,Paid
31009,54,15-10-2022,1433,Paid
31010,292,20-09-2022,598,Paid
31011,112,11-08-2023,1255,Paid
31012,422,17-10-2023,1381,Paid
31013,131,11-11-2022,604,Paid
31014,420,04-01-2023,562,Paid
31015,278,20-08-2023,1178,Paid
31016,264,09-09-2022,1926,Paid
31017,445,29-11-2022,361,Paid
31018,382,14-01-2024,962,Paid
31019,78,02-03-2023,749,Paid
31020,263,22-10-2022,329,Paid
31021,68,10-04-2024,1318,Paid
31022,62,04-10-2023,851,Paid
31023,403,12-10-2022,1206,Paid
31024,363,13-11-2022,468,Paid
31025,175,27-05-2023,1903,Delayed
31026,280,29-01-2022,1102,Failed
31027,464,10-01-2024,1589,Paid
31028,390,21-10-2022,985,Paid
31029,236,07-01-2022,563,Paid
31030,136,26-06-2023,1656,Paid
31031,409,03-08-2022,809,Paid
31032,224,19-09-2023,1283,Failed
31033,89,03-08-2022,1130,Delayed
31034,458,13-06-2022,1545,Paid
31035,107,19-06-2022,1951,Paid
31036,41,09-08-2022,787,Paid
31037,186,17-09-2022,406,Paid
31038,465,25-12-2023,546,Paid
31039,188,18-09-2022,243,Paid
31040,366,24-03-2024,545,Paid
31041,387,22-04-2024,912,Paid
31042,9,04-10-2023,1944,Paid
31043,180,09-09-2023,845,Paid
31044,186,20-07-2023,567,Paid
31045,444,12-09-2023,732,Paid
31046,82,17-04-2023,556,Paid
31047,177,06-04-2024,693,Delayed
31048,94,11-03-2024,1103,Paid
31049,389,12-09-2022,258,Paid
31050,446,05-10-2022,496,Paid
31051,116,13-07-2023,257,Paid
31052,160,08-10-2023,1646,Paid
31053,245,24-01-2022,429,Paid
31054,283,09-03-2023,995,Delayed
31055,213,21-09-2023,1917,Paid
31056,152,21-01-2024,646,Paid
31057,166,23-04-2023,811,Paid
31058,451,09-05-2023,1848,Paid
31059,400,17-01-2023,566,Delayed
31060,143,29-03-2024,752,Paid
31061,25,09-01-2023,1251,Paid
31062,200,07-07-2023,1186,Paid
31063,233,01-02-2024,475,Paid
31064,4,19-11-2022,807,Paid
31065,288,30-03-2022,901,Paid
31066,173,02-04-2022,1601,Paid
31067,184,12-01-2023,1029,Paid
31068,251,22-03-2022,236,Paid
31069,291,04-10-2023,1429,Paid
31070,437,26-08-2023,1928,Delayed
31071,286,10-04-2022,1874,Paid
31072,359,13-08-2023,487,Paid
31073,112,09-07-2023,1173,Paid
31074,305,03-05-2022,1715,Paid
31075,350,10-03-2024,1991,Paid
31076,465,31-01-2023,1447,Delayed
31077,339,23-01-2022,650,Paid
31078,436,18-10-2023,226,Failed
31079,479,09-02-2024,900,Paid
31080,465,03-06-2023,955,Delayed
31081,130,04-10-2022,532,Paid
31082,187,29-11-2023,1595,Paid
31083,421,05-04-2022,759,Paid
31084,496,17-01-2023,1523,Paid
31085,29,12-01-2023,402,Delayed
31086,158,25-01-2022,577,Paid
31087,374,18-10-2022,1100,Paid
31088,235,15-08-2022,1337,Delayed
31089,278,22-06-2022,1242,Paid
31090,102,09-10-2023,1206,Failed
31091,459,29-03-2023,1819,Paid
31092,225,15-10-2022,1110,Paid
31093,275,31-03-2024,594,Paid
31094,323,10-03-2022,1987,Paid
31095,232,08-10-2022,1274,Paid
31096,342,12-05-2024,1882,Paid
31097,274,08-12-2022,1408,Paid
31098,365,19-05-2024,1907,Paid
31099,478,29-11-2022,551,Paid
31100,449,13-01-2024,1336,Paid
31101,468,21-01-2023,712,Paid
31102,113,08-12-2022,744,Failed
31103,389,13-11-2022,480,Paid
31104,460,03-11-2022,871,Paid
31105,139,09-02-2024,1392,Paid
31106,216,22-06-2022,804,Paid
31107,314,28-06-2023,958,Paid
31108,274,19-07-2022,1543,Delayed
31109,328,15-08-2023,564,Paid
31110,349,14-05-2024,718,Delayed
31111,184,16-03-2022,308,Paid
31112,406,15-02-2024,1104,Paid
31113,312,20-08-2023,1766,Paid
31114,493,05-08-2022,1785,Paid
31115,194,25-09-2023,1151,Paid
31116,279,16-06-2023,878,Paid
31117,272,25-03-2023,1800,Paid
31118,300,23-10-2023,1765,Paid
31119,72,07-01-2022,1157,Paid
31120,196,07-06-2024,522,Paid
31121,270,08-06-2024,210,Paid
31122,393,28-01-2023,1245,Paid
31123,331,21-08-2023,1383,Paid
31124,240,21-01-2023,462,Paid
31125,486,16-05-2023,1924,Paid
31126,108,27-05-2022,578,Paid
31127,499,12-11-2022,1975,Paid
31128,400,30-03-2023,278,Paid
31129,397,06-07-2022,1493,Paid
31130,292,21-11-2022,623,Paid
31131,300,23-03-2024,814,Delayed
31132,100,14-11-2022,634,Paid
31133,81,29-01-2023,1120,Paid
31134,270,14-01-2023,1300,Paid
31135,349,06-12-2023,1746,Paid
31136,17,04-03-2024,993,Paid
31137,193,19-04-2023,1333,Paid
31138,212,01-12-2023,1189,Paid
31139,353,18-01-2022,650,Paid
31140,126,06-04-2024,1636,Paid
31141,310,29-05-2022,458,Paid
31142,126,12-07-2023,1020,Paid
31143,130,12-01-2022,1573,Paid
31144,145,12-01-2024,906,Paid
31145,256,07-04-2023,1050,Paid
31146,23,17-09-2023,1406,Paid
31147,214,09-06-2022,856,Paid
31148,129,09-01-2024,373,Paid
31149,12,26-11-2023,910,Paid
31150,141,21-07-2023,1922,Paid
31151,462,23-09-2022,1840,Paid
31152,458,01-07-2023,1608,Paid
31153,268,21-03-2022,783,Delayed
31154,57,02-06-2023,1494,Paid
31155,86,01-10-2023,1948,Paid
31156,274,09-03-2022,384,Paid
31157,103,03-12-2023,850,Paid
31158,339,01-09-2022,365,Paid
31159,350,09-01-2022,341,Paid
31160,143,06-06-2022,691,Paid
31161,423,06-08-2023,270,Paid
31162,334,09-04-2023,1566,Paid
31163,329,08-10-2023,697,Paid
31164,453,27-10-2022,345,Paid
31165,417,16-11-2022,1835,Delayed
31166,176,06-09-2022,1723,Paid
31167,133,19-11-2022,1560,Paid
31168,344,10-07-2023,1307,Paid
31169,264,20-09-2023,1089,Delayed
31170,147,07-04-2023,1005,Paid
31171,436,02-02-2023,1044,Paid
31172,12,28-01-2023,1365,Delayed
31173,328,16-08-2022,1089,Paid
31174,392,23-07-2023,1533,Paid
31175,55,01-09-2022,1591,Delayed
31176,230,26-02-2022,1929,Paid
31177,468,23-05-2022,1918,Paid
31178,122,11-07-2022,1011,Failed
31179,349,03-06-2023,1169,Paid
31180,233,08-02-2023,1663,Paid
31181,162,02-10-2022,265,Paid
31182,82,08-10-2023,1956,Delayed
31183,449,08-02-2022,1996,Failed
31184,459,12-07-2022,1036,Paid
31185,47,23-11-2022,1125,Paid
31186,364,28-04-2023,1756,Paid
31187,291,25-01-2022,539,Failed
31188,499,12-04-2022,1900,Paid
31189,500,25-10-2023,300,Delayed
31190,160,05-08-2022,1536,Paid
31191,179,12-01-2024,1150,Paid
31192,362,24-09-2022,1332,Paid
31193,208,11-06-2022,1105,Paid
31194,390,14-10-2022,1654,Paid
31195,393,09-11-2023,540,Delayed
31196,40,04-06-2024,1026,Paid
31197,214,31-05-2024,1401,Delayed
31198,432,04-09-2022,877,Paid
31199,456,23-06-2022,332,Paid
31200,352,31-01-2023,1252,Paid
31201,154,09-01-2022,1073,Delayed
31202,338,24-03-2023,1695,Paid
31203,293,27-02-2024,1194,Paid
31204,436,25-07-2023,583,Paid
31205,396,20-08-2023,796,Paid
31206,166,24-10-2023,207,Paid
31207,482,17-11-2022,334,Paid
31208,452,26-07-2023,1512,Paid
31209,272,05-05-2022,1174,Paid
31210,445,10-02-2022,1177,Paid
31211,24,03-12-2022,1870,Paid
31212,462,16-11-2023,1874,Paid
31213,401,11-02-2024,241,Paid
31214,115,22-11-2022,1327,Paid
31215,351,16-11-2023,1253,Paid
31216,260,05-07-2022,1904,Paid
31217,306,29-08-2022,1895,Paid
31218,364,05-12-2022,985,Paid
31219,226,04-04-2022,1987,Paid
31220,102,20-02-2023,1441,Paid
31221,486,04-03-2022,311,Delayed
31222,131,03-01-2024,930,Paid
31223,264,04-06-2023,1917,Paid
31224,12,26-12-2023,1482,Paid
31225,419,28-07-2022,210,Paid
31226,322,28-07-2022,1693,Delayed
31227,181,11-01-2023,1562,Paid
31228,349,26-03-2022,1070,Paid
31229,471,26-07-2022,444,Paid
31230,161,13-12-2022,1472,Paid
31231,114,27-10-2023,1792,Delayed
31232,18,10-06-2022,707,Paid
31233,104,26-03-2023,1526,Delayed
31234,186,26-04-2022,1735,Paid
31235,342,28-12-2022,1583,Delayed
31236,462,08-09-2022,1937,Paid
31237,93,02-07-2022,242,Paid
31238,301,07-11-2023,1541,Paid
31239,143,24-11-2022,805,Failed
31240,143,15-08-2023,1711,Paid
31241,301,07-01-2022,1516,Paid
31242,452,16-04-2024,707,Paid
31243,100,22-08-2023,1743,Delayed
31244,453,04-06-2023,1996,Delayed
31245,451,22-01-2023,1548,Paid
31246,460,05-01-2023,1475,Delayed
31247,62,02-07-2023,506,Paid
31248,84,02-02-2024,1545,Delayed
31249,428,04-09-2023,1830,Delayed
31250,276,20-03-2022,1065,Paid
31251,167,08-03-2024,1110,Paid
31252,295,22-02-2024,1864,Paid
31253,129,09-08-2022,234,Delayed
31254,364,09-12-2023,1839,Paid
31255,67,08-01-2024,909,Paid
31256,47,22-08-2023,1513,Paid
31257,457,24-07-2023,1764,Paid
31258,374,16-02-2023,1139,Delayed
31259,310,24-04-2023,1827,Paid
31260,148,13-11-2023,1711,Paid
31261,250,07-04-2022,1159,Failed
31262,137,20-10-2023,434,Paid
31263,95,28-01-2023,1607,Paid
31264,238,13-04-2023,559,Delayed
31265,284,19-05-2024,1929,Paid
31266,320,06-01-2023,1478,Paid
31267,35,28-01-2023,1066,Paid
31268,296,18-01-2022,1581,Failed
31269,381,03-07-2022,1765,Paid
31270,358,23-05-2022,223,Paid
31271,492,08-04-2023,1013,Delayed
31272,258,22-05-2023,1150,Paid
31273,387,30-11-2022,1182,Paid
31274,270,03-03-2022,1223,Paid
31275,465,12-06-2022,556,Failed
31276,355,06-07-2023,316,Paid
31277,324,28-06-2022,677,Paid
31278,47,23-08-2022,875,Delayed
31279,94,10-06-2024,657,Paid
31280,182,01-03-2022,311,Paid
31281,442,16-08-2022,1417,Paid
31282,190,27-08-2022,1874,Paid
31283,487,22-07-2023,1242,Paid
31284,51,16-01-2024,1508,Paid
31285,206,25-03-2022,656,Paid
31286,304,16-12-2023,1965,Paid
31287,411,10-02-2022,1670,Failed
31288,333,14-03-2023,1813,Paid
31289,439,13-06-2023,838,Paid
31290,125,15-04-2022,1307,Paid
31291,212,21-06-2023,774,Paid
31292,369,17-01-2023,1496,Paid
31293,433,03-04-2022,998,Paid
31294,408,03-08-2022,601,Failed
31295,266,27-11-2023,451,Paid
31296,135,05-08-2022,1828,Paid
31297,372,04-05-2023,1156,Paid
31298,273,31-05-2022,860,Paid
31299,278,09-01-2023,1587,Paid
31300,315,09-02-2024,867,Paid
31301,300,23-03-2024,926,Failed
31302,267,23-09-2023,1482,Delayed
31303,298,25-03-2023,1656,Delayed
31304,279,26-02-2023,810,Paid
31305,374,08-10-2023,1344,Paid
31306,444,26-07-2022,1866,Paid
31307,214,14-02-2024,1739,Paid
31308,488,13-04-2024,1177,Paid
31309,62,03-12-2023,1967,Delayed
31310,367,01-11-2023,877,Paid
31311,54,22-04-2023,767,Paid
31312,338,11-08-2023,741,Paid
31313,375,18-07-2023,717,Delayed
31314,365,14-08-2022,210,Paid
31315,474,29-08-2023,208,Paid
31316,112,14-03-2024,355,Paid
31317,478,13-03-2024,1210,Paid
31318,269,13-04-2024,923,Delayed
31319,324,21-11-2023,339,Paid
31320,107,22-01-2023,837,Delayed
31321,283,16-04-2022,1932,Paid
31322,371,17-03-2022,335,Paid
31323,168,31-05-2023,889,Paid
31324,74,02-04-2024,1822,Paid
31325,236,06-07-2022,1622,Paid
31326,92,16-06-2023,641,Paid
31327,85,02-10-2022,1664,Paid
31328,372,10-10-2023,1489,Paid
31329,75,23-06-2023,874,Paid
31330,84,10-10-2023,1983,Paid
31331,245,18-01-2022,1735,Paid
31332,228,12-10-2022,475,Paid
31333,83,29-10-2022,1906,Paid
31334,500,14-05-2023,1578,Delayed
31335,394,17-06-2024,1131,Paid
31336,15,12-10-2023,1996,Delayed
31337,493,14-01-2024,1876,Paid
31338,301,01-05-2024,1315,Paid
31339,181,14-09-2022,839,Paid
31340,338,07-08-2022,1358,Paid
31341,263,06-10-2023,309,Delayed
31342,414,23-12-2022,1266,Paid
31343,78,13-09-2022,1089,Paid
31344,229,31-08-2023,409,Paid
31345,233,01-10-2022,541,Delayed
31346,30,30-11-2022,1581,Paid
31347,374,23-03-2024,559,Delayed
31348,155,03-01-2023,1553,Paid
31349,305,15-01-2022,609,Paid
31350,185,28-06-2022,957,Paid
31351,448,21-03-2023,706,Paid
31352,357,11-02-2024,430,Paid
31353,447,07-02-2023,1002,Paid
31354,432,29-03-2022,1392,Paid
31355,255,04-04-2022,1626,Paid
31356,169,24-04-2024,432,Paid
31357,81,30-01-2023,718,Paid
31358,286,28-01-2022,500,Failed
31359,210,28-11-2023,298,Delayed
31360,259,16-03-2022,451,Paid
31361,476,23-02-2022,506,Delayed
31362,37,17-11-2022,992,Delayed
31363,286,13-07-2023,1001,Paid
31364,54,30-01-2024,1922,Paid
31365,469,22-08-2022,585,Paid
31366,369,22-09-2023,1345,Delayed
31367,212,11-02-2024,330,Delayed
31368,342,18-08-2022,1458,Paid
31369,484,12-03-2024,419,Paid
31370,100,23-01-2024,260,Paid
31371,85,28-11-2022,1030,Paid
31372,472,25-11-2023,1912,Paid
31373,213,17-04-2023,930,Paid
31374,391,13-11-2022,601,Paid
31375,264,11-04-2022,369,Paid
31376,470,05-09-2022,1698,Delayed
31377,86,25-04-2023,1816,Paid
31378,63,10-05-2024,212,Paid
31379,447,19-05-2024,468,Paid
31380,192,17-09-2023,1276,Paid
31381,414,09-08-2022,1635,Paid
31382,482,05-12-2022,1353,Delayed
31383,93,28-05-2022,1832,Paid
31384,253,17-06-2024,911,Paid
31385,138,23-10-2022,1070,Paid
31386,453,10-12-2023,1995,Paid
31387,49,11-02-2023,1955,Paid
31388,121,04-08-2023,1739,Delayed
31389,39,23-04-2023,827,Paid
31390,34,10-03-2024,499,Paid
31391,358,24-01-2022,902,Paid
31392,266,30-05-2024,625,Paid
31393,9,01-06-2024,314,Paid
31394,188,05-07-2022,434,Paid
31395,96,19-06-2022,1785,Paid
31396,133,13-03-2024,211,Paid
31397,163,28-06-2023,1440,Paid
31398,139,14-03-2023,1551,Delayed
31399,298,28-10-2022,266,Paid
31400,80,19-11-2023,941,Paid
31401,91,30-12-2022,1035,Paid
31402,256,03-05-2024,589,Delayed
31403,148,26-06-2022,1314,Paid
31404,179,12-03-2024,302,Delayed
31405,257,24-05-2022,1812,Paid
31406,218,07-06-2023,1648,Paid
31407,267,26-04-2023,812,Delayed
31408,317,07-05-2023,971,Paid
31409,79,01-05-2023,502,Paid
31410,167,21-10-2023,577,Paid
31411,104,09-05-2024,1960,Paid
31412,304,30-04-2023,1570,Paid
31413,338,01-04-2024,1397,Paid
31414,472,13-03-2023,1614,Paid
31415,284,14-07-2022,1627,Paid
31416,345,11-04-2023,286,Paid
31417,215,17-03-2022,828,Paid
31418,75,09-06-2022,1875,Paid
31419,225,05-05-2023,823,Failed
31420,336,10-04-2022,1471,Paid
31421,292,26-04-2022,564,Paid
31422,343,15-01-2023,1311,Paid
31423,70,18-08-2023,1075,Paid
31424,363,03-04-2024,930,Paid
31425,190,04-03-2022,1197,Paid
31426,472,12-05-2022,654,Paid
31427,486,05-09-2022,613,Failed
31428,106,30-01-2023,653,Paid
31429,70,05-10-2023,1785,Delayed
31430,10,15-02-2023,709,Paid
31431,214,28-05-2024,1397,Paid
31432,471,04-03-2023,1133,Paid
31433,5,01-11-2023,407,Paid
31434,28,29-12-2023,1851,Paid
31435,315,22-11-2022,1535,Paid
31436,393,30-06-2023,569,Failed
31437,423,10-01-2023,1535,Paid
31438,241,23-04-2024,1001,Paid
31439,236,25-10-2022,1726,Paid
31440,92,06-10-2022,284,Paid
31441,318,23-10-2022,845,Paid
31442,345,11-06-2023,1019,Paid
31443,363,25-04-2022,1488,Delayed
31444,38,08-05-2023,1442,Paid
31445,219,26-02-2022,493,Paid
31446,152,28-05-2024,1920,Paid
31447,192,22-05-2022,704,Paid
31448,121,20-12-2023,1385,Paid
31449,491,14-10-2023,1349,Delayed
31450,171,11-09-2023,1025,Paid
31451,110,03-06-2024,315,Paid
31452,144,13-03-2024,1628,Paid
31453,66,13-02-2023,847,Paid
31454,322,19-03-2022,1990,Delayed
31455,197,02-01-2022,554,Delayed
31456,46,25-02-2024,974,Paid
31457,149,04-02-2022,1221,Paid
31458,60,16-02-2024,1444,Paid
31459,138,30-01-2023,1598,Paid
31460,490,06-08-2022,1536,Delayed
31461,402,08-03-2022,1372,Paid
31462,90,10-03-2022,434,Paid
31463,212,12-08-2022,1390,Paid
31464,169,27-12-2022,1717,Delayed
31465,420,03-04-2023,1634,Paid
31466,113,21-10-2022,1140,Paid
31467,341,22-11-2022,267,Paid
31468,66,22-07-2022,1943,Paid
31469,302,16-08-2023,1786,Paid
31470,118,01-08-2023,465,Paid
31471,225,24-10-2022,1372,Failed
31472,151,02-03-2024,1013,Paid
31473,167,18-09-2022,1747,Paid
31474,95,28-02-2024,580,Delayed
31475,260,02-06-2023,1834,Delayed
31476,425,12-05-2022,572,Paid
31477,259,16-02-2024,883,Paid
31478,485,21-11-2022,704,Delayed
31479,437,09-03-2022,435,Paid
31480,120,06-05-2022,1809,Paid
31481,74,28-01-2023,523,Paid
31482,362,06-02-2023,1472,Paid
31483,96,06-04-2024,788,Paid
31484,292,14-11-2023,988,Paid
31485,177,02-12-2022,1673,Delayed
31486,27,29-01-2022,952,Paid
31487,309,19-11-2023,1644,Paid
31488,305,29-03-2024,1438,Paid
31489,211,14-03-2024,930,Paid
31490,358,23-04-2024,219,Paid
